created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2022-08-09T21:23:32+00:00,982,233.45,0.19,0.55,0.99,-508.98,0.35,-177.99,157.49,,,,
2022-08-09T21:24:02+00:00,983,229.69,0.19,0.69,0.8,-506.86,0.35,-178.63,157.92,,,,
2022-08-09T21:24:22+00:00,984,230.94,0.33,0.55,0.93,-505.74,0.35,-178.98,158.13,,,,
2022-08-09T21:25:02+00:00,985,230.1,0.47,0.28,0.99,-503.76,0.35,-179.37,158.72,,,,
2022-08-09T21:26:52+00:00,986,232.61,0.08,0.28,0.88,-497.48,0.35,-181.03,160.2,,,,
2022-08-09T21:27:12+00:00,987,231.78,0.19,0.41,0.99,-496.34,0.35,-181.41,160.4,,,,
2022-08-09T21:27:32+00:00,988,230.94,0.47,0.69,0.97,-495.35,0.35,-181.6,160.7,,,,
2022-08-09T21:27:53+00:00,989,231.78,0.19,0.28,0.99,-494.13,0.35,-182.07,160.84,,,,
2022-08-09T21:28:53+00:00,990,232.2,0.05,0.28,0.82,-490.8,0.35,-182.94,161.64,,,,
2022-08-09T21:29:13+00:00,991,233.03,0.05,0.55,0.94,-489.69,0.35,-183.34,161.8,,,,
2022-08-09T21:29:33+00:00,992,232.61,0.08,0.41,0.84,-488.49,0.35,-183.77,161.96,,,,
2022-08-09T21:29:53+00:00,993,232.61,0.05,0.55,0.86,-487.27,0.35,-184.12,162.23,,,,
2022-08-09T21:31:03+00:00,994,232.61,0.05,0.55,0.96,-483.22,0.35,-184.96,163.42,,,,
2022-08-09T21:31:23+00:00,995,232.2,0.19,0.41,0.85,-482.06,0.35,-185.32,163.64,,,,
2022-08-09T21:31:43+00:00,996,231.78,0.05,0.69,0.93,-480.91,0.35,-185.62,163.91,,,,
2022-08-09T21:32:03+00:00,997,232.2,0.19,0.55,0.99,-479.69,0.35,-185.98,164.17,,,,
2022-08-09T21:33:03+00:00,998,232.2,0.05,0.41,0.83,-476.34,0.35,-186.78,165.04,,,,
2022-08-09T21:33:23+00:00,999,231.78,0.61,0.28,0.96,-475.45,0.35,-186.96,165.31,,,,
2022-08-09T21:33:43+00:00,1000,231.78,0.33,0.28,0.84,-474.67,0.35,-187.03,165.63,,,,
2022-08-09T21:34:03+00:00,1001,233.45,0.19,0.41,0.82,-473.67,0.35,-187.26,165.91,,,,
2022-08-09T21:34:26+00:00,1002,230.94,0.47,0.41,0.99,-472.66,0.35,-187.54,166.12,,,,
2022-08-09T21:34:44+00:00,1003,230.94,0.05,0.41,0.92,-471.55,0.35,-187.83,166.38,,,,
2022-08-09T21:35:04+00:00,1004,231.78,0.19,0.55,0.96,-470.29,0.35,-188.23,166.63,,,,
2022-08-09T21:35:34+00:00,1005,230.52,0.19,0.55,0.98,-468.72,0.35,-188.57,167.07,,,,
2022-08-09T21:36:14+00:00,1006,229.69,0.61,0.41,0.91,-466.36,0.35,-189.17,167.65,,,,
2022-08-09T21:36:34+00:00,1007,230.1,0.19,0.41,0.92,-464.79,0.35,-189.62,167.99,,,,
2022-08-09T21:37:14+00:00,1008,232.61,0.19,0.69,0.86,-462.27,0.35,-190.36,168.51,,,,
2022-08-09T21:38:34+00:00,1009,230.1,0.19,0.28,0.98,-458.34,0.35,-191.32,169.52,,,,
2022-08-09T21:39:04+00:00,1010,229.69,0.08,0.55,0.93,-456.55,0.35,-191.94,169.79,,,,
2022-08-09T21:39:55+00:00,1011,228.85,0.33,0.41,0.95,-453.51,0.35,-192.7,170.55,,,,
2022-08-09T21:41:05+00:00,1012,229.69,0.33,0.41,0.93,-449.65,0.35,-193.72,171.46,,,,
2022-08-09T21:41:55+00:00,1013,229.27,0.08,0.83,0.84,-446.57,0.35,-194.8,171.92,,,,
2022-08-09T21:42:15+00:00,1014,229.69,0.05,0.28,0.9,-445.57,0.35,-195.07,172.17,,,,
2022-08-09T21:42:35+00:00,1015,229.69,0.33,0.55,0.96,-444.27,0.35,-195.48,172.4,,,,
2022-08-09T21:42:55+00:00,1016,230.52,0.19,0.69,0.89,-443.1,0.35,-195.69,172.78,,,,
2022-08-09T21:43:15+00:00,1017,230.52,0.33,0.69,0.99,-442.08,0.35,-195.96,173.02,,,,
2022-08-09T21:43:35+00:00,1018,230.1,0.61,0.41,0.89,-440.72,0.35,-196.27,173.39,,,,
2022-08-09T21:43:55+00:00,1019,229.27,0.33,0.14,0.87,-439.71,0.35,-196.47,173.69,,,,
2022-08-09T21:44:35+00:00,1020,229.69,0.19,0.41,0.85,-437.64,0.35,-196.83,174.38,,,,
2022-08-09T21:44:55+00:00,1021,229.27,0.05,0.41,0.86,-436.92,0.35,-196.96,174.6,,,,
2022-08-09T21:45:15+00:00,1022,228.85,0.19,0.41,0.98,-435.95,0.35,-197.25,174.8,,,,
2022-08-09T21:45:35+00:00,1023,228.85,0.05,0.69,0.96,-434.27,0.35,-197.99,174.9,,,,
2022-08-09T21:45:55+00:00,1024,228.85,0.08,0.55,0.93,-433.14,0.35,-198.27,175.19,,,,
2022-08-09T21:46:25+00:00,1025,228.85,0.19,0.41,0.81,-431.69,0.35,-198.62,175.56,,,,
2022-08-09T21:46:46+00:00,1026,228.43,0.05,0.41,0.96,-430.39,0.35,-198.92,175.91,,,,
2022-08-09T21:47:06+00:00,1027,229.27,0.08,0.69,0.88,-429.07,0.35,-199.34,176.16,,,,
2022-08-09T21:47:26+00:00,1028,229.27,0.08,0.41,0.82,-428.08,0.35,-199.58,176.4,,,,
2022-08-09T21:47:46+00:00,1029,228.43,0.19,0.55,0.97,-426.52,0.35,-200.09,176.68,,,,
2022-08-09T21:48:06+00:00,1030,228.43,0.05,0.55,0.87,-425.41,0.35,-200.46,176.86,,,,
2022-08-09T21:48:26+00:00,1031,230.1,0.47,0.41,0.85,-424.4,0.35,-200.6,177.22,,,,
2022-08-09T21:48:46+00:00,1032,228.85,0.19,0.55,0.94,-423.22,0.35,-200.98,177.44,,,,
2022-08-09T21:49:06+00:00,1033,229.27,0.61,0.28,0.99,-422.35,0.35,-201.12,177.74,,,,
2022-08-09T21:49:26+00:00,1034,229.27,0.47,0.28,0.87,-421.44,0.35,-201.33,177.99,,,,
2022-08-09T21:49:46+00:00,1035,229.27,0.05,0.41,0.99,-419.96,0.35,-201.76,178.29,,,,
2022-08-09T21:50:16+00:00,1036,228.85,0.08,0.28,0.97,-418.45,0.35,-202.24,178.57,,,,
2022-08-09T21:51:46+00:00,1037,230.94,0.19,0.69,0.81,-413.55,0.35,-203.26,180.01,,,,
2022-08-09T21:52:16+00:00,1038,230.1,0.47,0.41,0.93,-412.15,0.35,-203.43,180.54,,,,
2022-08-09T21:52:57+00:00,1039,233.45,0.05,0.41,0.92,-410.16,0.35,-203.89,181.07,,,,
2022-08-09T21:53:17+00:00,1040,231.78,0.05,0.55,0.81,-408.98,0.35,-204.27,181.29,,,,
2022-08-09T21:53:37+00:00,1041,230.52,0.08,0.69,0.82,-407.77,0.35,-204.65,181.51,,,,
2022-08-09T21:54:17+00:00,1042,231.78,0.33,0.28,0.85,-405.62,0.35,-205.08,182.16,,,,
2022-08-09T21:56:07+00:00,1043,232.61,0.05,0.28,0.97,-399.89,0.35,-206.48,183.62,,,,
2022-08-09T21:56:27+00:00,1044,232.2,0.47,0.55,0.97,-398.57,0.35,-206.74,184.02,,,,
2022-08-09T21:56:47+00:00,1045,232.61,0.05,0.83,0.97,-397.19,0.35,-207.17,184.28,,,,
2022-08-09T21:57:07+00:00,1046,233.87,0.33,0.28,0.99,-396.2,0.35,-207.31,184.64,,,,
2022-08-09T21:57:27+00:00,1047,233.03,0.33,0.28,0.9,-395.04,0.35,-207.64,184.9,,,,
2022-08-09T22:00:38+00:00,1048,230.94,0.47,0.83,0.91,-383.45,0.35,-210.86,187.47,,,,
2022-08-09T22:00:58+00:00,1049,231.36,0.33,0.55,0.95,-382.43,0.35,-211.14,187.71,,,,
2022-08-09T22:01:18+00:00,1050,232.2,0.33,0.28,0.99,-381.2,0.35,-211.4,188.06,,,,
2022-08-09T22:01:38+00:00,1051,233.87,0.47,0.41,0.99,-380.06,0.35,-211.64,188.39,,,,
2022-08-09T22:02:08+00:00,1052,233.45,0.47,0.55,0.99,-378.18,0.35,-212.13,188.84,,,,
2022-08-09T22:03:28+00:00,1053,233.03,0.05,0.28,0.98,-373.67,0.35,-213.45,189.78,,,,
2022-08-09T22:03:48+00:00,1054,232.2,0.47,0.69,0.93,-372.44,0.35,-213.66,190.19,,,,
2022-08-09T22:04:28+00:00,1055,232.2,0.08,1.11,0.94,-369.93,0.35,-214.33,190.78,,,,
2022-08-09T22:04:48+00:00,1056,229.69,0.08,0.28,0.99,-368.9,0.35,-214.61,191.01,,,,
2022-08-09T22:07:49+00:00,1057,233.45,0.08,0.69,0.89,-357.83,0.35,-217.95,193.22,,,,
2022-08-09T22:08:29+00:00,1058,232.2,0.75,0.69,0.96,-355.55,0.35,-218.58,193.73,,,,
2022-08-09T22:08:49+00:00,1059,230.1,0.47,0.28,0.97,-354.56,0.35,-218.69,194.11,,,,
2022-08-09T22:09:09+00:00,1060,231.36,0.05,0.69,0.86,-353.06,0.35,-219.24,194.31,,,,
2022-08-09T22:09:29+00:00,1061,234.71,0.05,0.55,0.97,-351.55,0.35,-219.66,194.65,,,,
2022-08-09T22:09:49+00:00,1062,231.78,0.33,0.41,0.9,-350.1,0.35,-220.15,194.88,,,,
2022-08-09T22:10:29+00:00,1063,230.94,0.08,0.69,0.86,-347.29,0.35,-221.14,195.3,,,,
2022-08-09T22:10:49+00:00,1064,230.1,0.08,0.41,0.87,-346.05,0.35,-221.45,195.62,,,,
2022-08-09T22:11:30+00:00,1065,231.36,0.19,0.55,0.84,-343.94,0.35,-221.99,196.13,,,,
2022-08-09T22:12:20+00:00,1066,231.78,0.33,0.55,0.98,-340.97,0.35,-222.5,197.11,,,,
2022-08-09T22:12:40+00:00,1067,231.36,0.05,0.55,0.96,-339.91,0.35,-222.82,197.32,,,,
2022-08-09T22:13:00+00:00,1068,230.94,0.05,0.41,0.99,-338.78,0.35,-223.19,197.52,,,,
2022-08-09T22:13:20+00:00,1069,230.94,0.08,0.41,0.97,-337.68,0.35,-223.46,197.79,,,,
2022-08-09T22:13:40+00:00,1070,231.36,0.33,0.41,0.96,-336.61,0.35,-223.64,198.14,,,,
2022-08-09T22:14:00+00:00,1071,230.94,0.08,0.83,0.99,-335.37,0.35,-224.02,198.38,,,,
2022-08-09T22:14:40+00:00,1072,230.94,0.08,0.55,0.83,-333.37,0.35,-224.58,198.82,,,,
2022-08-09T22:15:00+00:00,1073,230.94,0.33,0.41,0.99,-332.31,0.35,-224.83,199.12,,,,
2022-08-09T22:15:20+00:00,1074,230.94,0.61,0.28,0.96,-331.24,0.35,-224.99,199.49,,,,
2022-08-09T22:15:40+00:00,1075,230.1,0.08,0.41,0.86,-330.14,0.35,-225.34,199.69,,,,
2022-08-09T22:16:10+00:00,1076,231.78,0.08,0.55,0.97,-328.05,0.35,-226,200.09,,,,
2022-08-09T22:16:40+00:00,1077,232.61,0.61,0.41,0.98,-326.61,0.35,-226.14,200.65,,,,
2022-08-09T22:17:11+00:00,1078,232.61,0.61,0.28,0.88,-325.16,0.35,-226.38,201.14,,,,
2022-08-09T22:18:41+00:00,1079,231.36,0.33,0.55,0.94,-320.43,0.35,-227.73,202.16,,,,
2022-08-09T22:19:21+00:00,1080,233.03,0.08,0.69,0.99,-317.85,0.35,-228.52,202.65,,,,
2022-08-09T22:19:41+00:00,1081,230.52,0.33,0.28,0.84,-316.73,0.35,-228.79,202.96,,,,
2022-08-09T22:20:01+00:00,1082,230.52,0.33,0.83,0.99,-315.25,0.35,-229.26,203.23,,,,
2022-08-09T22:20:21+00:00,1083,230.94,0.05,0.28,0.96,-314.19,0.35,-229.64,203.37,,,,
2022-08-09T22:21:01+00:00,1084,231.36,0.19,0.28,0.97,-311.96,0.35,-230.24,203.9,,,,
2022-08-09T22:21:21+00:00,1085,229.69,0.19,0.55,0.84,-310.43,0.35,-230.67,204.23,,,,
2022-08-09T22:21:41+00:00,1086,232.61,0.19,0.69,0.8,-309.46,0.35,-230.95,204.43,,,,
2022-08-09T22:22:01+00:00,1087,229.69,0.19,0.69,0.93,-307.93,0.35,-231.45,204.7,,,,
2022-08-09T22:22:21+00:00,1088,229.27,0.08,0.69,0.83,-306.75,0.35,-231.78,204.96,,,,
2022-08-09T22:23:01+00:00,1089,228.43,0.61,0.28,0.91,-304.69,0.35,-232.12,205.64,,,,
2022-08-09T22:23:32+00:00,1090,230.52,0.08,0.41,0.86,-303.08,0.35,-232.58,205.99,,,,
2022-08-09T22:24:02+00:00,1091,229.27,0.33,0.28,0.89,-301.8,0.35,-232.68,206.54,,,,
2022-08-09T22:25:12+00:00,1092,229.27,0.19,0.55,0.97,-298.01,0.35,-233.53,207.58,,,,
2022-08-09T22:26:02+00:00,1093,229.27,0.05,0.55,0.8,-294.96,0.35,-234.34,208.3,,,,
2022-08-09T22:26:22+00:00,1094,228.85,0.33,0.55,0.85,-293.78,0.35,-234.78,208.45,,,,
2022-08-09T22:26:42+00:00,1095,229.69,0.19,0.28,0.99,-292.58,0.35,-235.08,208.75,,,,
2022-08-09T22:27:02+00:00,1096,230.94,0.08,0.28,0.99,-291.24,0.35,-235.31,209.19,,,,
2022-08-09T22:27:22+00:00,1097,229.69,0.33,0.28,0.97,-290.47,0.35,-235.51,209.38,,,,
2022-08-09T22:27:42+00:00,1098,230.94,0.08,0.41,0.88,-289.03,0.35,-235.95,209.66,,,,
2022-08-09T22:28:02+00:00,1099,230.94,0.75,0.55,0.83,-287.77,0.35,-236.28,209.97,,,,
2022-08-09T22:28:42+00:00,1100,232.61,0.33,0.55,0.98,-285.2,0.35,-236.91,210.63,,,,
2022-08-09T22:29:12+00:00,1101,230.52,0.33,0.28,0.99,-283.45,0.35,-237.32,211.09,,,,
2022-08-09T22:29:42+00:00,1102,229.69,0.05,0.55,0.99,-282.04,0.35,-237.77,211.34,,,,
2022-08-09T22:30:02+00:00,1103,230.1,0.33,0.41,0.98,-280.91,0.35,-238.19,211.49,,,,
2022-08-09T22:30:23+00:00,1104,230.1,0.08,0.41,0.84,-279.83,0.35,-238.29,211.92,,,,
2022-08-09T22:30:43+00:00,1105,231.78,0.19,0.55,0.99,-278.72,0.35,-238.64,212.14,,,,
2022-08-09T22:31:33+00:00,1106,233.03,0.33,0.55,0.9,-276.22,0.35,-239.2,212.83,,,,
2022-08-09T22:32:53+00:00,1107,230.1,0.33,0.41,0.85,-271.16,0.35,-240.73,213.82,,,,
2022-08-09T22:34:03+00:00,1108,229.69,0.19,0.41,0.98,-267.21,0.35,-242.1,214.44,,,,
2022-08-09T22:34:23+00:00,1109,228.85,0.05,0.28,0.99,-266.38,0.35,-242.37,214.58,,,,
2022-08-09T22:34:43+00:00,1110,228.85,0.47,0.55,0.99,-264.96,0.35,-242.79,214.88,,,,
2022-08-09T22:35:23+00:00,1111,229.27,0.05,0.41,0.99,-262.64,0.35,-243.4,215.43,,,,
2022-08-09T22:35:43+00:00,1112,230.94,0.05,0.28,0.87,-261.51,0.35,-243.81,215.58,,,,
2022-08-09T22:36:03+00:00,1113,228.85,0.33,0.55,0.99,-260.35,0.35,-243.96,216.02,,,,
2022-08-09T22:36:23+00:00,1114,229.69,0.33,0.55,0.99,-259.42,0.35,-244.16,216.28,,,,
2022-08-09T22:36:43+00:00,1115,230.1,0.05,0.28,0.99,-258.43,0.35,-244.46,216.47,,,,
2022-08-09T22:37:04+00:00,1116,230.1,0.05,0.69,0.82,-257.44,0.35,-244.71,216.72,,,,
2022-08-09T22:37:24+00:00,1117,230.94,0.19,0.28,0.85,-256.36,0.35,-245.01,216.97,,,,
2022-08-09T22:37:44+00:00,1118,231.78,0.05,0.55,0.99,-255.12,0.35,-245.42,217.17,,,,
2022-08-09T22:38:04+00:00,1119,230.52,0.47,0.41,0.83,-253.99,0.35,-245.7,217.46,,,,
2022-08-09T22:38:34+00:00,1120,230.52,0.05,0.55,0.88,-251.86,0.35,-246.64,217.58,,,,
2022-08-09T22:39:34+00:00,1121,233.87,0.19,0.28,0.93,-248.35,0.35,-247.4,218.58,,,,
2022-08-09T22:40:14+00:00,1122,231.78,0.05,0.55,0.99,-245.97,0.35,-248.07,219.11,,,,
2022-08-09T22:40:34+00:00,1123,231.78,0.33,0.41,0.86,-244.81,0.35,-248.3,219.46,,,,
2022-08-09T22:40:54+00:00,1124,233.87,0.19,0.69,0.98,-243.68,0.35,-248.59,219.73,,,,
2022-08-09T22:41:14+00:00,1125,231.78,0.19,0.28,0.95,-242.35,0.35,-248.89,220.11,,,,
2022-08-09T22:41:34+00:00,1126,231.36,0.05,0.41,0.84,-241.46,0.35,-249.1,220.33,,,,
2022-08-09T22:42:04+00:00,1127,230.94,0.19,0.41,0.97,-240.08,0.35,-249.47,220.66,,,,
2022-08-09T22:45:25+00:00,1128,230.52,0.05,0.83,0.95,-228.2,0.35,-252.87,223.2,,,,
2022-08-09T22:45:55+00:00,1129,230.52,0.19,0.28,0.99,-226.47,0.35,-253.46,223.47,,,,
2022-08-09T22:48:45+00:00,1130,233.87,0.19,0.69,0.99,-217.48,0.35,-255.86,225.58,,,,
2022-08-09T22:49:05+00:00,1131,233.87,0.33,0.55,0.83,-216.05,0.35,-256.36,225.79,,,,
2022-08-09T22:49:25+00:00,1132,233.45,0.05,0.41,0.84,-214.94,0.35,-256.83,225.88,,,,
2022-08-09T22:50:06+00:00,1133,231.36,0.05,0.55,0.83,-212.44,0.35,-257.46,226.5,,,,
2022-08-09T22:50:26+00:00,1134,232.61,0.61,0.41,0.99,-211.28,0.35,-257.61,226.93,,,,
2022-08-09T22:50:46+00:00,1135,230.1,0.47,0.28,0.93,-210,0.35,-257.95,227.23,,,,
2022-08-09T22:51:26+00:00,1136,230.52,0.19,0.55,0.99,-207.89,0.35,-258.49,227.75,,,,
2022-08-09T22:51:46+00:00,1137,230.94,0.19,0.55,0.97,-206.38,0.35,-258.75,228.25,,,,
2022-08-09T22:52:06+00:00,1138,231.78,0.05,0.55,0.81,-205.23,0.35,-259.09,228.48,,,,
2022-08-09T22:52:26+00:00,1139,230.1,0.19,0.41,0.99,-204.27,0.35,-259.19,228.87,,,,
2022-08-09T22:52:46+00:00,1140,229.69,0.05,0.69,0.99,-202.89,0.35,-259.63,229.12,,,,
2022-08-09T22:53:16+00:00,1141,231.36,0.33,0.69,0.99,-200.99,0.35,-260.03,229.67,,,,
2022-08-09T22:54:36+00:00,1142,231.36,0.19,0.41,0.88,-196.65,0.35,-261.45,230.42,,,,
2022-08-09T22:54:56+00:00,1143,231.36,0.19,0.41,0.99,-195.68,0.35,-261.61,230.75,,,,
2022-08-09T22:55:57+00:00,1144,232.2,0.19,0.41,0.85,-192.4,0.35,-262.51,231.49,,,,
2022-08-09T22:56:17+00:00,1145,232.61,0.08,0.28,0.85,-191.34,0.35,-262.8,231.74,,,,
2022-08-09T22:56:37+00:00,1146,230.94,0.33,0.41,0.96,-190.1,0.35,-263.14,232.01,,,,
2022-08-09T22:59:37+00:00,1147,231.36,0.47,0.83,0.99,-180.12,0.35,-265.89,234.26,,,,
2022-08-09T22:59:57+00:00,1148,230.94,0.08,0.41,0.95,-179.19,0.35,-266.23,234.39,,,,
2022-08-09T23:00:17+00:00,1149,230.52,0.33,0.41,0.92,-177.91,0.35,-266.49,234.76,,,,
2022-08-09T23:00:37+00:00,1150,230.94,0.05,0.69,0.98,-176.65,0.35,-266.95,234.94,,,,
2022-08-09T23:00:57+00:00,1151,230.52,0.19,0.28,0.95,-175.66,0.35,-267.14,235.24,,,,
2022-08-09T23:02:58+00:00,1152,230.1,0.05,0.55,0.99,-169.15,0.35,-268.61,237.03,,,,
2022-08-09T23:03:18+00:00,1153,230.94,0.47,0.41,0.98,-168.06,0.35,-268.94,237.25,,,,
2022-08-09T23:03:38+00:00,1154,230.94,0.19,0.41,0.89,-166.75,0.35,-269.31,237.53,,,,
2022-08-09T23:03:58+00:00,1155,230.52,0.61,0.28,0.99,-165.66,0.35,-269.46,237.92,,,,
2022-08-09T23:04:28+00:00,1156,230.52,0.08,0.69,0.82,-164.28,0.35,-269.76,238.32,,,,
2022-08-09T23:05:48+00:00,1157,231.78,0.08,0.41,0.99,-159.71,0.35,-271.29,239.08,,,,
2022-08-09T23:06:08+00:00,1158,228.01,0.19,0.28,0.87,-158.51,0.35,-271.62,239.35,,,,
2022-08-09T23:07:18+00:00,1159,227.59,0.33,0.69,0.98,-154.67,0.35,-272.16,240.73,,,,
2022-08-09T23:07:38+00:00,1160,228.85,0.19,0.97,0.9,-153.68,0.35,-272.36,241.03,,,,
2022-08-09T23:07:58+00:00,1161,228.01,0.08,0.41,0.87,-152.54,0.35,-272.67,241.28,,,,
2022-08-09T23:10:49+00:00,1162,228.43,0.19,0.55,0.97,-144.01,0.35,-274.96,243.27,,,,
2022-08-09T23:11:09+00:00,1163,226.76,0.05,0.41,0.86,-142.79,0.35,-275.24,243.6,,,,
2022-08-09T23:11:29+00:00,1164,227.59,0.05,0.69,0.91,-141.78,0.35,-275.53,243.81,,,,
2022-08-09T23:11:49+00:00,1165,227.18,0.08,0.28,0.97,-140.45,0.35,-276.06,243.95,,,,
2022-08-09T23:13:19+00:00,1166,227.59,0.19,0.41,0.83,-135.72,0.35,-277.36,245.02,,,,
2022-08-09T23:14:19+00:00,1167,228.43,0.33,0.55,0.98,-132.42,0.35,-278.27,245.76,,,,
2022-08-09T23:14:39+00:00,1168,228.43,0.08,0.55,0.93,-131.44,0.35,-278.54,245.99,,,,
2022-08-09T23:14:59+00:00,1169,228.43,0.19,0.55,0.82,-130.29,0.35,-278.85,246.25,,,,
2022-08-09T23:15:19+00:00,1170,228.85,0.33,0.55,0.86,-129.13,0.35,-279.06,246.62,,,,
2022-08-09T23:16:00+00:00,1171,228.85,0.47,0.55,0.85,-126.75,0.35,-279.62,247.25,,,,
2022-08-09T23:17:40+00:00,1172,226.76,0.19,0.55,0.84,-121.4,0.35,-281.14,248.4,,,,
2022-08-09T23:18:10+00:00,1173,225.5,0.19,0.41,0.98,-119.65,0.35,-281.36,249.06,,,,
2022-08-09T23:18:30+00:00,1174,227.18,0.33,0.28,0.98,-118.68,0.35,-281.53,249.38,,,,
2022-08-09T23:18:50+00:00,1175,225.08,0.08,0.55,0.95,-117.6,0.35,-281.95,249.51,,,,
2022-08-09T23:19:10+00:00,1176,225.5,0.33,0.55,0.86,-116.61,0.35,-282.17,249.78,,,,
2022-08-09T23:19:30+00:00,1177,224.25,0.08,0.69,0.94,-115.52,0.35,-282.61,249.88,,,,
2022-08-09T23:19:50+00:00,1178,225.5,0.08,0.69,0.9,-114.54,0.35,-282.89,250.1,,,,
2022-08-09T23:20:10+00:00,1179,224.25,0.05,0.55,0.85,-113.35,0.35,-283.22,250.36,,,,
2022-08-09T23:20:30+00:00,1180,223.83,0.47,0.41,0.99,-112.15,0.35,-283.56,250.62,,,,
2022-08-09T23:21:30+00:00,1181,224.67,0.05,0.69,0.84,-108.53,0.35,-284.52,251.47,,,,
2022-08-09T23:21:50+00:00,1182,226.34,0.19,0.28,0.89,-107.62,0.35,-284.84,251.61,,,,
2022-08-09T23:22:10+00:00,1183,224.67,0.08,0.55,0.99,-106.51,0.35,-285.24,251.76,,,,
2022-08-09T23:22:31+00:00,1184,224.25,0.33,0.69,0.95,-105.19,0.35,-285.57,252.09,,,,
2022-08-09T23:25:11+00:00,1185,227.59,0.08,0.41,0.92,-96.32,0.35,-288.42,253.69,,,,
2022-08-09T23:25:31+00:00,1186,230.52,0.05,0.41,0.97,-95.21,0.35,-288.72,253.94,,,,
2022-08-09T23:25:51+00:00,1187,227.59,0.08,0.28,0.94,-94.13,0.35,-289.02,254.18,,,,
2022-08-09T23:26:11+00:00,1188,223.41,0.47,0.69,0.95,-92.93,0.35,-289.2,254.6,,,,
2022-08-09T23:26:31+00:00,1189,223.83,0.47,0.28,0.84,-91.92,0.35,-289.5,254.81,,,,
2022-08-09T23:28:01+00:00,1190,224.25,0.08,0.28,0.85,-86.76,0.35,-290.92,255.97,,,,
2022-08-09T23:29:42+00:00,1191,225.5,0.05,0.69,0.85,-81.32,0.35,-292.61,257,,,,
2022-08-09T23:30:02+00:00,1192,227.18,0.33,0.41,0.99,-80.54,0.35,-292.72,257.29,,,,
2022-08-09T23:30:22+00:00,1193,225.92,0.33,0.69,0.99,-79.36,0.35,-293.01,257.59,,,,
2022-08-09T23:30:42+00:00,1194,226.76,0.33,0.83,0.97,-77.95,0.35,-293.46,257.85,,,,
2022-08-09T23:31:02+00:00,1195,226.34,0.19,0.41,0.99,-77,0.35,-293.64,258.14,,,,
2022-08-09T23:31:22+00:00,1196,227.18,0.08,0.28,0.8,-76.18,0.35,-293.79,258.4,,,,
2022-08-09T23:31:42+00:00,1197,226.34,0.61,0.69,0.83,-74.9,0.35,-294.07,258.75,,,,
2022-08-09T23:32:02+00:00,1198,225.92,0.33,0.41,0.88,-73.61,0.35,-294.52,258.96,,,,
2022-08-09T23:32:52+00:00,1199,226.76,0.33,0.69,0.94,-70.64,0.35,-295.39,259.57,,,,
2022-08-09T23:33:32+00:00,1200,228.43,0.05,0.83,0.86,-68.18,0.35,-296.24,259.96,,,,
2022-08-09T23:33:52+00:00,1201,228.43,0.08,0.55,0.9,-67.19,0.35,-296.58,260.11,,,,
2022-08-09T23:36:13+00:00,1202,229.69,0.08,0.69,0.88,-59.21,0.35,-299.11,261.58,,,,
2022-08-09T23:36:33+00:00,1203,233.03,0.05,0.41,0.9,-58.1,0.35,-299.42,261.82,,,,
2022-08-09T23:36:53+00:00,1204,229.69,0.47,0.28,0.88,-57.21,0.35,-299.53,262.16,,,,
2022-08-09T23:37:13+00:00,1205,228.85,0.05,0.69,0.85,-55.97,0.35,-299.89,262.42,,,,
2022-08-09T23:37:43+00:00,1206,228.01,0.08,0.28,0.92,-54.32,0.35,-300.3,262.83,,,,
2022-08-09T23:40:53+00:00,1207,224.25,0.33,0.55,0.8,-43.72,0.35,-303.3,265.14,,,,
2022-08-09T23:41:13+00:00,1208,224.25,0.33,0.69,0.99,-42.25,0.35,-303.75,265.43,,,,
2022-08-09T23:44:04+00:00,1209,229.69,0.19,0.69,0.85,-32.29,0.35,-306.5,267.66,,,,
2022-08-09T23:44:24+00:00,1210,228.85,0.19,0.41,0.94,-31.36,0.35,-306.69,267.94,,,,
2022-08-09T23:44:44+00:00,1211,228.43,0.33,0.55,0.84,-30.35,0.35,-306.98,268.15,,,,
2022-08-09T23:45:04+00:00,1212,229.27,0.33,0.55,0.98,-29.07,0.35,-307.35,268.43,,,,
2022-08-09T23:45:24+00:00,1213,230.1,0.05,0.41,0.96,-27.93,0.35,-307.68,268.67,,,,
2022-08-09T23:45:44+00:00,1214,229.27,0.08,0.41,0.98,-26.84,0.35,-308.04,268.86,,,,
2022-08-09T23:47:04+00:00,1215,228.43,0.05,0.41,0.99,-22.62,0.35,-308.97,270.04,,,,
2022-08-09T23:47:54+00:00,1216,230.94,0.47,0.41,0.89,-20.19,0.35,-309.18,271.04,,,,
2022-08-09T23:48:15+00:00,1217,228.43,0.33,0.69,0.93,-18.97,0.35,-309.6,271.22,,,,
2022-08-09T23:48:35+00:00,1218,229.27,0.33,0.69,0.97,-17.75,0.35,-309.91,271.54,,,,
2022-08-09T23:49:15+00:00,1219,230.1,0.47,0.41,0.97,-15.62,0.35,-310.15,272.36,,,,
2022-08-09T23:49:35+00:00,1220,230.52,0.33,0.41,0.9,-14.44,0.35,-310.46,272.64,,,,
2022-08-09T23:49:55+00:00,1221,230.52,0.33,0.41,0.84,-13.41,0.35,-310.68,272.94,,,,
2022-08-09T23:50:15+00:00,1222,230.94,0.19,0.55,0.97,-12.13,0.35,-311.1,273.15,,,,
